id,code_kpgz,name
1767,01.02.11.01.17.08.47,НАЗОФАРИНГОСКОП ГИБКИЙ ОПТОВОЛОКОННЫЙ
1768,01.02.10.50.21.01,ФУТЛЯР-УКЛАДКИ/УКЛАДКИ И МЕДИЦИНСКИЕ НАБОРЫ
1769,01.26.04.04,РЕАГЕНТЫ ДЛЯ УДАЛЕНИЯ СОЛЕОТЛОЖЕНИЙ
1770,01.02.10.45.03,ТЕРМОИНДИКАТОР ДЛЯ КОНТРОЛЯ ХОЛОДОВОЙ ЦЕПИ
1771,01.02.11.01.12.03.09,АППАРАТЫ ДЛЯ АВТОМАТИЧЕСКОЙ ОКРАСКИ ПРЕПАРАТОВ
1772,01.02.11.01.13.02.13.02,МАССАЖЕР ДЛЯ ФИЗИОТЕРАПИИ
1773,01.02.10.22.09.08,ИНДИКАТОР ХИМИЧЕСКИЙ/ФИЗИЧЕСКИЙ ДЛЯ КОНТРОЛЯ СТЕРИЛИЗАЦИИ
1774,01.09.08.01.11,БАТАРЕИ АККУМУЛЯТОРНЫЕ ТЯГОВЫЕ ДЛЯ ЭЛЕКТРИЧЕСКОГО ТРАНСПОРТА
1775,01.11.01.03.03.01.01,ВОДОНАГРЕВАТЕЛИ ЭЛЕКТРИЧЕСКИЕ ПРОТОЧНЫЕ
1776,01.02.11.01.13.04.06.16,ТРЕНАЖЕР ДЫХАТЕЛЬНЫЙ
1777,01.02.09.03.05,"АНГИОПРОТЕКТОРЫ, C05"
1778,01.02.10.09.02.15,КРУЧЕНАЯ НЕРАССАСЫВАЮЩАЯСЯ ПОЛИАМИДНАЯ НИТЬ (ЭКВИВАЛЕНТЫ: КАПРОН)
1779,01.10.01.01.01,БЕНЗИН АВТОМОБИЛЬНЫЙ (РОЗНИЧНАЯ РЕАЛИЗАЦИЯ)
1780,01.11.04.02.05,ПЕТЛИ ДЛЯ ОКОН МЕТАЛЛИЧЕСКИЕ
1781,01.01.01.03,МЮСЛИ
1782,01.15.04.05,ЧЕРНИЛА КАНЦЕЛЯРСКИЕ
1783,01.11.03.08.04.03,КРАСКИ (ЭМАЛИ) ДЛЯ ДОРОЖНОЙ РАЗМЕТКИ
1784,02.17.05.03,"ИЗГОТОВЛЕНИЕ ИНФОРМАЦИОННЫХ СТЕНДОВ, ТАБЛИЧЕК"
1785,01.04.01.10.01,СТВОЛЫ ПОЖАРНЫЕ ВОЗДУШНО-ПЕННЫЕ
1786,01.01.07.13,КАРАМЕЛЬ
1787,01.02.10.48.06.28,"СВЕТОВОДЫ ДЛЯ ОБОРУДОВАНИЯ ""KARL STORZ"""
1788,01.06.01.04.02,СТОЛЫ УЧЕНИЧЕСКИЕ С АКУСТИЧЕСКОЙ КАБИНОЙ ДЛЯ КАБИНЕТОВ ИНОСТРАННОГО ЯЗЫКА
1789,01.06.03.68.05,КОНСТРУКТОР КИБЕРНЕТИЧЕСКИЙ ПО РОБОТОТЕХНИКЕ
1790,01.08.01.09.35,ТУМБЫ ДЛЯ ИЗМЕРЕНИЯ ГИБКОСТИ
1791,01.08.01.01.01.07,СКАМЬИ ТРЕНИРОВОЧНЫЕ УНИВЕРСАЛЬНЫЕ
1792,01.08.01.01.08.23,МАНИШКИ (ТРЕНИРОВОЧНЫЕ НАКИДКИ)
1793,01.02.10.29.07,КОНТЕЙНЕРЫ ВНУТРИКОРПУСНЫЕ И МЕЖКОРПУСНЫЕ МЕДИЦИНСКИЕ
1794,01.06.01.04.07,СТОЛЫ ЛАБОРАТОРНЫЕ
1795,01.11.03.01.02.02.01.09,ТАВРЫ СТАЛЬНЫЕ ГОРЯЧЕКАТАНЫЕ
1796,01.13.04.01.99,СИСТЕМЫ ОТОБРАЖЕНИЯ ИНФОРМАЦИИ ПРОЧИЕ
1797,01.02.10.13.14.01,"ПЕРЧАТКИ СМОТРОВЫЕ/ПРОЦЕДУРНЫЕ НИТРИЛОВЫЕ, НЕОПУДРЕННЫЕ, НЕСТЕРИЛЬНЫЕ"
1798,01.20.04.04.02,РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ОСВЕЖИТЕЛЯ ВОЗДУХА
1799,01.02.10.43.04,КОНТРОЛЬНЫЕ МАТЕРИАЛЫ ДЛЯ ПРОВЕДЕНИЯ ВНУТРИЛАБОРАТОРНОГО КОНТРОЛЯ КАЧЕСТВА
1800,01.01.01.14.01.01,"УКСУС ПИЩЕВОЙ И ЕГО ЗАМЕНИТЕЛИ, ПОЛУЧАЕМЫЕ ИЗ УКСУСНОЙ КИСЛОТЫ"
1801,01.02.11.01.05.20,АППАРАТЫ ДЛЯ ИССЛЕДОВАНИЯ ФУНКЦИИ ВНЕШНЕГО ДЫХАНИЯ (ФВД)
1802,01.01.01.19.01.03,ЧАЙ ЗЕЛЕНЫЙ (НЕФЕРМЕНТИРОВАННЫЙ)
1803,01.15.01.06.06,БУМАГА МЕЛОВАННАЯ ДЛЯ ПЕЧАТИ
1804,01.02.11.01.03.25,НАБОРЫ ГРУЗИКОВ ДЛЯ ОПРЕДЕЛЕНИЯ ВНУТРИГЛАЗНОГО ДАВЛЕНИЯ
1805,01.11.03.03.02.04,СТЕКЛО ОРГАНИЧЕСКОЕ ЛИСТОВОЕ
1806,01.20.07.12,ИЗДЕЛИЯ ХОЗЯЙСТВЕННОГО НАЗНАЧЕНИЯ ДЕРЕВЯННЫЕ
1807,01.01.12.08.01,КРЕВЕТКИ МОРОЖЕНЫЕ
1808,01.24.16.02,ПЛЕДЫ
1809,01.09.05.99,ТРАНСПОРТНЫЕ СРЕДСТВА ВОДНЫЕ ПРОЧИЕ
1810,01.08.01.22.04.01,МЯЧИ БАСКЕТБОЛЬНЫЕ
1811,01.11.02.01.04,ЛОБЗИКИ ЭЛЕКТРИЧЕСКИЕ
1812,03.13.11.01.01,УСЛУГИ ПО ПРЕДОСТАВЛЕНИЮ ДОСТУПА К ON-LINE ВЕРСИИ СПРАВОЧНО-ПРАВОВОЙ СИСТЕМЫ
1813,01.02.11.01.14.01,СКАЛЕРЫ УЛЬТРАЗВУКОВЫЕ
1814,01.14.04.99,КАРТЫ ПРОЧИЕ
1815,01.11.03.01.73,СЕТКИ ПРОВОЛОЧНЫЕ ТКАНЫЕ
1816,01.01.10.05.01,КЕФИР
1817,01.16.32.05,ПОДТОВАРНИКИ
1818,01.11.03.01.04.02.01,ПРОФИЛИ АЛЮМИНИЕВЫЕ С ПРОТИВОСКОЛЬЗЯЩЕЙ ВСТАВКОЙ
1819,03.08.01.01.04,"УСЛУГИ ПО ОЧИСТКЕ КРЫШ ОТ СНЕГА, НАЛЕДИ И СОСУЛЕК"
1820,01.13.05.02,СИСТЕМЫ ХРАНЕНИЯ ДАННЫХ ДИСКОВЫЕ СЕТЕВЫЕ
1821,01.13.11.03.05.03.05,РАДИОСИСТЕМЫ С ГОЛОВНЫМ МИКРОФОНОМ
1822,01.02.11.01.08.05.08,СИСТЕМА НИЗКОВАКУУМНОЙ АСПИРАЦИИ УНИВЕРСАЛЬНАЯ
1823,01.02.11.01.05.48.09.01,РЕГИСТРАТОР/АНАЛИЗАТОР АМБУЛАТОРНЫЙ ДЛЯ ДЛИТЕЛЬНОГО ЭЛЕКТРОКАРДИОГРАФИЧЕСКОГО МОНИТОРИНГА
1824,01.13.12.05.01,КАРТЫ МИКРОПРОЦЕССОРНЫЕ
1825,01.13.04.99.02,КОНЦЕНТРАТОРЫ USB
1826,01.19.01.03.01,БРЮКИ ДЛЯ ВЗРОСЛЫХ
1827,01.02.10.48.19.70,"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ ОБОРУДОВАНИЯ ""ZOLL MEDICAL CORPORATION"""
1828,01.08.01.19.12,ЛЫЖИ
1829,01.19.02.25,КОСТЮМЫ ДЛЯ ДЕТЕЙ
1830,01.07.07.02,КОЖА (РАСХОДНЫЙ МАТЕРИАЛ ДЛЯ КУЛЬТУРЫ И ИСКУССТВА)
1831,01.20.04.07.05,СРЕДСТВА ДЛЯ ОЧИСТКИ И ПОЛИРОВКИ ПОВЕРХНОСТЕЙ
1832,01.15.05.09.02,РАМКИ МЕТАЛЛИЧЕСКИЕ
1833,01.03.01.28.03,ПРИБОРЫ ПРИЕМНО-КОНТРОЛЬНЫЕ ОХРАННОЙ СИГНАЛИЗАЦИИ
1834,01.11.02.03.05,ПИРОМЕТРЫ ИНФРАКРАСНЫЕ
1835,01.11.03.09.02.02,МАТЫ ИЗ БАЗАЛЬТОВОЙ ВАТЫ ПРОШИВНЫЕ ТЕПЛОИЗОЛЯЦИОННЫЕ
1836,03.07.03.02,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ ГРУЗОВЫХ АВТОМОБИЛЕЙ
1837,01.11.03.01.04.03,"СВИНЕЦ, ЦИНК, ОЛОВО, НИКЕЛЬ И МЕТАЛЛОИЗДЕЛИЯ ИЗ НИХ"
1838,01.02.11.01.05.25,АНАЛИЗАТОРЫ ОКИСИ УГЛЕРОДА В ВЫДЫХАЕМОМ ВОЗДУХЕ
1839,01.04.01.14,ИНСТРУМЕНТЫ РУЧНЫЕ АВАРИЙНО-СПАСАТЕЛЬНЫЕ
1840,01.26.02.04.01.10,КСИЛОЛ
1841,01.11.02.03.14,ГЕНЕРАТОРЫ СИГНАЛОВ
1842,01.02.11.01.13.02.33.08,АППАРАТ ДЛЯ ФОТОДИНАМИЧЕСКОЙ ТЕРАПИИ
1843,01.15.02.05.01,КНИГИ АЛФАВИТНЫЕ
1844,01.03.02.04,ИДЕНТИФИКАТОРЫ
1845,01.02.09.14.03,"ДРУГИЕ ТЕРАПЕВТИЧЕСКИЕ ПРОДУКТЫ,V03"
1846,01.02.10.12.03,ПЕРЕВЯЗОЧНЫЕ МАТЕРИАЛЫ ПРОЧИЕ
1847,01.01.01.06.12.01,МАЙОНЕЗ
1848,01.01.02.05,МОРКОВЬ
1849,01.15.01.02.02,БУМАГА ГОФРИРОВАННАЯ (КРЕПИРОВАННАЯ)
1850,01.26.01.02.03.07,ВОДА ДИСТИЛЛИРОВАННАЯ
1851,01.23.04.02,БУНКЕРЫ
1852,01.13.16.04,КЛЕЩИ ОБЖИМНЫЕ ДЛЯ СОЕДИНИТЕЛЕЙ СЕТЕВЫХ КАБЕЛЕЙ
1853,01.19.10.12,ОДЕЖДА СПЕЦИАЛЬНАЯ ДЛЯ ЗАЩИТЫ ОТ ПОВЫШЕННЫХ ТЕМПЕРАТУР
1854,01.20.07.11.06.03.03,"ЧЕХЛЫ, КОФРЫ, ОРГАНАЙЗЕРЫ ТЕКСТИЛЬНЫЕ УПАКОВОЧНЫЕ"
1855,01.02.11.01.12.01.10,АНАЛИЗАТОРЫ ГЕМАТОЛОГИЧЕСКИЕ ПРОЧИЕ
1856,01.02.11.01.13.05.03.01,"КРЕСЛО-КОЛЯСКА, УПРАВЛЯЕМАЯ ПАЦИЕНТОМ/СОПРОВОЖДАЮЩИМ ЛИЦОМ, С ПРИВОДОМ НА ЗАДНИЕ КОЛЕСА, НЕСКЛАДНАЯ"
1857,01.26.01.02.03.05.12,СИЛИКАГЕЛЬ ТЕХНИЧЕСКИЙ
1858,01.02.11.04.02,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ОБОРУДОВАНИЯ ДЛЯ РАДИОТЕРАПИИ"
1859,01.03.05.01,МЕТАЛЛОДЕТЕКТОРЫ
1860,01.08.01.01.01.01,КОМПЛЕКС ТРЕНАЖЕРНЫЙ МНОГОФУНКЦИОНАЛЬНЫЙ
1861,01.02.11.01.12.01.17.03,"ФОТОМЕТР, АБСОРБЦИОННЫЙ/ТРАНСМИССИОННЫЙ, РУЧНОЙ"
1862,03.15.05,РАЗМЕЩЕНИЕ РЕКЛАМЫ В ИНТЕРНЕТЕ
1863,01.03.01.28.04,ОПОВЕЩАТЕЛИ ОХРАННЫЕ
1864,01.11.01.07.01.18,НАСОСЫ АГРЕГАТНЫЕ
1865,01.15.03.12.01,КАРТОТЕКИ ПЛАСТИКОВЫЕ
1866,01.16.03.10,СТОЛЫ ПРИСТАВНЫЕ
1867,01.02.11.04.17.03.02,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ФИБРОЭНДОСКОПОВ ПРОЧИЕ"
1868,01.02.11.01.12.03.14,КОНТЕЙНЕРЫ ДЛЯ ТРАНСПОРТИРОВКИ
1869,01.20.09.01.13,ИГРУШКИ ДЕТСКИЕ ГОЛОВОЛОМКИ
1870,01.01.01.16.01.01,ОРЕХИ ГРЕЦКИЕ
1871,01.01.02.01.01.01,КАРТОФЕЛЬ ПРОДОВОЛЬСТВЕННЫЙ
1872,01.02.09.04.06,"АНТИБИОТИКИ И ПРОТИВОМИКРОБНЫЕ СРЕДСТВА ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ КОЖИ,D06"
1873,01.02.10.43.09.05.04.04,ПРОБИРКА ЦИЛИНДРИЧЕСКАЯ (ТИП П2)
1874,01.10.03.05.99,УСТРОЙСТВА ЗАРЯДНЫЕ (КРОМЕ ПРЕДНАЗНАЧЕННЫХ ДЛЯ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКИХ УСТРОЙСТВ) ПРОЧИЕ
1875,01.11.01.08.12.07,РЕЛЕ ВРЕМЕНИ
1876,01.12.05.09,БЕНЗОПИЛЫ
1877,01.01.01.05.01.04.02,САХАР БЕЛЫЙ ТРОСТНИКОВЫЙ
1878,03.23.01.02,"ОЦЕНКА НЕДВИЖИМОГО ИМУЩЕСТВА ДЛЯ ЦЕЛЕЙ ПРИВАТИЗАЦИИ, ПРИНЯТИЯ УПРАВЛЕНЧЕСКИХ РЕШЕНИЙ, ПОСТАНОВКИ НА БАЛАНС"
1879,01.11.09.04,ЗАГРАЖДЕНИЯ
1880,03.07.08.01,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И РЕМОНТ ПРИБОРОВ ДЛЯ НАУЧНЫХ ИССЛЕДОВАНИЙ
1881,01.02.11.01.13.05.03,КРЕСЛА-КОЛЯСКИ
1882,01.12.07.03,ТЕЛЕЖКИ-ДОЗАТОРЫ ДЛЯ ПРОТИВОГОЛОЛЕДНЫХ МАТЕРИАЛОВ
1883,01.02.11.01.14.24,МИКРОМОТОРЫ СТОМАТОЛОГИЧЕСКИЕ
1884,01.11.01.07.01.21,НАСОСЫ ДИНАМИЧЕСКИЕ
1885,01.11.02.10.03.02.01,ПРУТКИ ИЗ ЦВЕТНЫХ МЕТАЛЛОВ
1886,01.16.03.12,СТОЛЫ ДЛЯ АДМИНИСТРАТОРА
1887,01.11.02.03.25,ТЕЧЕИСКАТЕЛИ
1888,01.08.01.16.01.10,СЕТКА ХОККЕЙНАЯ
1889,01.02.10.43.05.12.04,ШТАТИВЫ ДЛЯ НАКОНЕЧНИКОВ
1890,01.25.13,ПРЕСС-НОЖНИЦЫ
1891,01.02.10.43.05.27.04,"КАПИЛЛЯРНАЯ ТРУБКА ДЛЯ СБОРА КАПИЛЛЯРНОЙ КРОВИ ИВД, С НАТРИЙ ГЕПАРИНОМ"
1892,01.02.09.12.02,"ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ГОРЛА,R02"
1893,01.02.11.01.12.01.04,АНАЛИЗАТОРЫ ГЛЮКОЗЫ И ЛАКТАТА
1894,01.20.07.05.03,НОЖЕВАЯ ПРОДУКЦИЯ БЫТОВАЯ
1895,03.07.04.02,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ МЕТАЛЛИЧЕСКИХ ИЗДЕЛИЙ
1896,01.11.02.03.21,ЛИНЕЙКИ ИЗМЕРИТЕЛЬНЫЕ
1897,01.15.02.06.01,ТЕТРАДЬ УЧЕНИЧЕСКАЯ ШКОЛЬНАЯ
1898,01.16.16.04,СТЕЛЛАЖИ БИБЛИОТЕЧНЫЕ
1899,03.08.05.03,УСЛУГИ ПО РАДИАЦИОННОМУ МОНИТОРИНГУ И КОНТРОЛЮ
1900,01.06.04,МАТЕРИАЛЫ РАСХОДНЫЕ ДЛЯ УЧЕБНОГО ОБОРУДОВАНИЯ
1901,01.02.11.01.13.04.16,СИСТЕМЫ РЕАБИЛИТАЦИОННЫЕ
1902,01.15.05.02.05.02,ДЫРОКОЛЫ ДЛЯ ЛЮВЕРСОВ
1903,01.12.05.14,СУЧКОРЕЗЫ
1904,01.02.11.01.16.03.06,АУДИОМЕТР/ТИМПАНОМЕТР
1905,01.16.18.02,СТЕНДЫ ДЛЯ АФИШ И РЕКЛАМ РОЛЛЕРНЫЕ
1906,01.13.08.06,КРОССЫ ОПТИЧЕСКИЕ
1907,01.15.05.03.01.02,ДОСКИ МАГНИТНО-МАРКЕРНЫЕ СТЕКЛЯННЫЕ
1908,01.13.07.05.03,ЩИТЫ ЭЛЕКТРОТЕХНИЧЕСКИЕ
1909,01.04.01.19.02,ИЗДЕЛИЯ И ПРИНАДЛЕЖНОСТИ ДЛЯ АЛЬПИНИЗМА
1910,01.02.11.03.10.02.02,ШКАФЫ МЕДИЦИНСКИЕ ДЛЯ ДОКУМЕНТОВ
1911,01.02.10.48.19.17,"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ ОБОРУДОВАНИЯ ""SHILLER"""
1912,01.11.03.02.02.02,ПИЛОМАТЕРИАЛЫ ПРОФИЛИРОВАННЫЕ ИЗ ЛИСТВЕННЫХ ПОРОД
1913,01.25.01.09,ПОДЪЕМНИКИ ДЛЯ АВТОМОБИЛЬНОГО ТРАНСПОРТА
1914,01.04.01.13.03,СРЕДСТВА ДЛЯ СПАСЕНИЯ С ВЫСОТЫ
1915,01.02.11.01.06.03.08,МАНОМЕТРЫ МЕДИЦИНСКИЕ
1916,01.01.20,ВИТАМИННО-МИНЕРАЛЬНЫЕ КОМПЛЕКСЫ (БАДЫ)
1917,01.02.10.22.25,ИНДИКАТОРЫ СТЕРИЛИЗАЦИИ/ДЕЗИНФЕКЦИИ
1918,01.13.09.04.03.02,РАДИОСИСТЕМЫ
1919,01.11.07.14,СОСТАВЫ РЕМОНТНЫЕ
1920,01.02.09.02.01,"АНТИКОАГУЛЯНТЫ,B01"
1921,01.02.10.48.19.32,"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ К ОБОРУДОВАНИЮ, ПРОИЗВОДСТВА ""LEICA MICROSYSTEMS"""
1922,01.11.01.04.06,ПИССУАРЫ
1923,01.02.11.04.12.01.06,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ АНАЛИЗАТОРОВ ГЛЮКОЗЫ И ЛАКТАТА"
1924,01.20.07.13.05,ДИСПЕНСЕРЫ ДЛЯ ГИГИЕНИЧЕСКИХ СРЕДСТВ
1925,01.02.11.03.09.04,СТОЛЫ ДЛЯ ЗАБОРА КРОВИ И ПРОВЕДЕНИЯ ВНУТРИВЕННЫХ ВЛИВАНИЙ
1926,01.02.11.01.13.04.06.05,"ТРЕНАЖЕР В ВИДЕ ПАРАЛЛЕЛЬНЫХ БРУСЬЕВ ДЛЯ ТРЕНИРОВКИ ХОДЬБЫ, БЕЗ ЭЛЕКТРОПИТАНИЯ"
1927,01.08.01.01.05,НАСОСЫ ВОЗДУШНЫЕ ДЛЯ НАКАЧИВАНИЯ МЯЧЕЙ
1928,01.23.17,ЭЛЕМЕНТЫ ОСВЕЩЕНИЯ ДЛЯ ТЕРРИТОРИЙ БЛАГОУСТРОЙСТВА
1929,01.13.09.99.02,СРЕДСТВА И СИСТЕМЫ ПРЯМОЙ ДИСПЕТЧЕРСКОЙ СВЯЗИ И ОПОВЕЩЕНИЯ
1930,01.11.02.10.05,ФЛЮСЫ
1931,01.11.03.05.13.02,ПОКРЫТИЯ ПРОТИВОСКОЛЬЗЯЩИЕ
1932,01.11.03.08.02,СМЕСИ АСФАЛЬТОБЕТОННЫЕ
1933,02.02.01.03.02,РАЗРАБОТКА ПСД НА ИНФРАСТРУКТУРНЫЕ ОБЪЕКТЫ
1934,01.02.11.01.06.04.06.01,СТЕТОСКОП
1935,01.16.12.05,МАТРАЦЫ
1936,01.08.01.01.08.47,КОНУСЫ ТРЕНИРОВОЧНЫЕ
1937,01.02.10.44.54,ХАЛАТ ОПЕРАЦИОННЫЙ
1938,01.11.04.03.02.15.02,ПРОВОДА УСТАНОВОЧНЫЕ
1939,01.15.08.02.02,ПАКЕТЫ ПОЧТОВЫЕ ПЛАСТИКОВЫЕ
1940,02.17.04.08,РАБОТЫ ПО ИЗГОТОВЛЕНИЮ ПОЛИГРАФИЧЕСКОЙ ПРОДУКЦИИ
1941,01.19.07.03,"КНОПКИ, ЗАКЛЕПКИ, ЛЮВЕРСЫ, КРЮЧКИ"
1942,03.07.02.11,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ ЭЛЕКТРОУСТАНОВОК
1943,01.05.02.09.02,"ПРОБИРКИ ЛАБОРАТОРНЫЕ ПЛАСТИКОВЫЕ, НЕМЕДИЦИНСКИЕ"
1944,01.03.01.00.01,СИСТЕМЫ ПОЖАРНОЙ СИГНАЛИЗАЦИИ
1945,01.08.01.17.34,ПОМОСТЫ ТЯЖЕЛОАТЛЕТИЧЕСКИЕ
1946,01.11.04.01.02,ВОРОТА
1947,01.19.01.10,ХАЛАТЫ ДЛЯ ВЗРОСЛЫХ
1948,01.11.02.03.09,КУРВИМЕТРЫ
1949,01.02.11.01.03.37.01,"СИНОПТОФОР, С ПИТАНИЕМ ОТ СЕТИ"
1950,03.44,УПРАВЛЕНИЕ ИНТЕЛЛЕКТУАЛЬНОЙ СОБСТВЕННОСТЬЮ
1951,03.31.03.05.01.11,АРЕНДА АВТОЭВАКУАТОРОВ С ЭКИПАЖЕМ
1952,01.02.11.01.16.12,РИНОМАНОМЕТРЫ
1953,01.13.10.02,СИСТЕМЫ УПРАВЛЕНИЯ БАЗАМИ ДАННЫХ
1954,01.02.10.50.24,КОВРИКИ МЕДИЦИНСКИЕ
1955,01.03.09,ИНСТРУМЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ОПЛОМБИРОВАНИЯ
1956,01.01.01.21.02,ДРОЖЖИ ХЛЕБОПЕКАРНЫЕ СУШЕНЫЕ
1957,01.24.01.04,ТКАНИ ТЕХНИЧЕСКИЕ
1958,01.19.05.07.03,"ПЛАТКИ (ШАЛИ, ПАРЕО), КОСЫНКИ (БАНДАНЫ)"
1959,02.23.03,ИЗМЕРЕНИЯ СОСТОЯНИЯ КОНСТРУКЦИЙ (МОНИТОРИНГ) ПЕРИОДИЧЕСКИЕ
1960,03.18.15,ОКАЗАНИЕ УСЛУГ ПО ПОДГОТОВКЕ СПОРТИВНЫХ МЕРОПРИЯТИЙ НА ТЕРРИТОРИИ РОССИЙСКОЙ ФЕДЕРАЦИИ
1961,02.19.02,РЕМОНТ АВАРИЙНО-ВОССТАНОВИТЕЛЬНЫЙ ЗДАНИЙ И СООРУЖЕНИЙ
1962,03.07.02.07,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ ОБЪЕКТОВ НАРУЖНОГО ОСВЕЩЕНИЯ
1963,01.11.01.03.11.08,ТЕПЛООБМЕННИКИ
1964,01.13.06.06,МЕДИАКОНВЕРТЕРЫ
1965,01.02.10.43.05.12.01,ШТАТИВЫ ДЛЯ ПРОБИРОК И МИКРОПРОБИРОК
1966,01.16.05.01.02,ТУМБЫ ПРИКРОВАТНЫЕ
1967,02.03.90,"КОМПЛЕКС РАБОТ ПО ПОДГОТОВКЕ ПРОЕКТНОЙ ДОКУМЕНТАЦИИ, ВЫПОЛНЕНИЮ ИНЖЕНЕРНЫХ ИЗЫСКАНИЙ, СТРОИТЕЛЬСТВУ, РЕКОНСТРУКЦИИ, КАПИТАЛЬНОМУ РЕМОНТУ ОБЪЕКТОВ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА"
1968,01.15.01.08.02,"РОЛИКИ, ЧЕКОВАЯ ЛЕНТА ДЛЯ УСТРОЙСТВ КРОМЕ ФАКСА"
1969,01.02.11.04.12.01.01,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ЖИДКОСТНЫХ ХРОМАТОГРАФОВ"
1970,01.08.01.06.09,КРУГИ СПАСАТЕЛЬНЫЕ
1971,02.02.05.23.04,ВЫПОЛНЕНИЕ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО СПЕЦИАЛЬНЫМ ОБЪЕКТАМ
1972,01.02.11.01.01.07.04.04,РАБОЧАЯ СТАНЦИЯ ДЛЯ ДИАГНОСТИЧЕСКОЙ ЦИФРОВОЙ СИСТЕМЫ РЕНТГЕНОВСКОЙ ВИЗУАЛИЗАЦИИ
1973,01.11.01.06.03,ПРИБОРЫ УЧЕТА ТЕПЛОВОЙ ЭНЕРГИИ
1974,01.02.10.25.07.01,СТЕКЛА ПОКРОВНЫЕ
1975,01.02.10.43.734,РАСТВОР ПАРАФОРМАЛЬДЕГИДА ИВД
1976,01.26.01.02.03.02.26,КАЛИЙ ХЛОРИСТЫЙ
1977,01.20.02.03,УТЮГИ ЭЛЕКТРИЧЕСКИЕ БЫТОВЫЕ
1978,01.14.11,ПОСТЕРЫ В РАМЕ
1979,01.20.11.07,ВЕНТИЛЯТОРЫ БЫТОВЫЕ
1980,01.13.04.04.06.01,ВЕБ-КАМЕРЫ
1981,01.11.01.04.10.05,ВЕНТИЛИ
1982,03.30.02.01.99,ИСПЫТАНИЯ КАЧЕСТВА ПРОЧИХ ОБЪЕКТОВ
1983,01.11.01.04.10.09,АРМАТУРА САНТЕХНИЧЕСКАЯ НАПОЛНИТЕЛЬНАЯ
1984,01.02.10.44.15,САЛФЕТКИ
1985,01.13.09.06.12,АППАРАТЫ ТЕЛЕФОННЫЕ
1986,01.02.10.06.25,ЛОЖКИ МЕДИЦИНСКИЕ ОБЩЕХИРУРГИЧЕСКИЕ
1987,03.07.99.11,"ОБСЛУЖИВАНИЕ, СОДЕРЖАНИЕ И РЕМОНТ ПЕРЕДВИЖНЫХ КОМПАКТНЫХ ТУАЛЕТОВ"
1988,02.13.99.01,ИССЛЕДОВАНИЯ ЭКОЛОГИЧЕСКИЕ
1989,01.08.01.09.08,КОЛЬЦА ГИМНАСТИЧЕСКИЕ
1990,01.19.06.15,ПОРТМОНЕ
1991,01.02.09.12.06,"АНТИГИСТАМИННЫЕ ПРЕПАРАТЫ СИСТЕМНОГО ДЕЙСТВИЯ,R06"
1992,01.02.10.12.04.07,"ЛЕЙКОПЛАСТЫРЬ КОЖНЫЙ ДЛЯ ФИКСАЦИИ ПОВЯЗКИ, НЕСИЛИКОНОВЫЙ"
1993,01.02.10.16.12,НАБОРЫ ДЛЯ ПЕРЕЛИВАНИЯ КРОВИ
1994,01.01.02.02.03,ЛУК РЕПЧАТЫЙ
1995,01.11.04.03.02.07,КАБЕЛИ МОНТАЖНЫЕ
1996,01.01.02.06.01,КАПУСТА БЕЛОКОЧАННАЯ
1997,01.01.01.01.06,КРУПА МАННАЯ
1998,01.01.01.01.09,КРУПА ПЕРЛОВАЯ
